Time,Place,Latitude,Longitude,Depth,Mag
1987-06-21T10:08:58.550Z,"291 km SSE of Ushuaia, Argentina",-57.295,-66.815,33.0,5.5
1987-06-21T05:55:26.930Z,"82 km SE of False Pass, Alaska",54.285,-162.597,33.0,5.5
1987-06-21T05:46:10.010Z,"88 km SE of False Pass, Alaska",54.211,-162.601,33.6,6.5
1987-06-21T00:02:46.210Z,"136 km WNW of Tobelo, Indonesia",2.267,126.908,70.3,5.5
1987-06-20T05:39:32.800Z,"Kepulauan Babar, Indonesia",-7.053,129.637,86.5,5.7
1987-06-20T00:53:04.830Z,"94 km S of Kurchatov, Kazakhstan",49.913,78.735,0.0,6.1
1987-06-19T19:00:05.120Z,"149 km NNE of Calama, Chile",-21.213,-68.362,86.4,5.7
1987-06-18T14:03:15.190Z,"52 km ESE of Kirakira, Solomon Islands",-10.707,162.326,73.0,6.3
1987-06-18T10:01:07.300Z,"12 km WNW of Paracelis, Philippines",17.291,121.356,42.8,5.9
1987-06-17T01:32:53.720Z,"217 km W of Tual, Indonesia",-5.577,130.791,67.3,7.1
1987-06-16T20:17:02.380Z,"250 km SW of Vaini, Tonga",-22.931,-176.727,146.1,5.6
1987-06-15T17:14:07.270Z,east of the North Island of New Zealand,-35.853,-179.795,33.0,5.5
1987-06-15T06:31:44.740Z,"173 km SSE of Sarangani, Philippines",3.915,125.949,136.1,5.6
1987-06-15T06:23:09.800Z,"4 km N of Chilca, Peru",-12.479,-76.731,51.3,5.5
1987-06-14T18:22:12.070Z,Drake Passage,-58.269,-65.623,10.0,5.5
1987-06-14T05:26:02.520Z,"47 km NNE of Santa Monica, Philippines",10.383,126.266,41.3,5.6
1987-06-14T05:07:26.870Z,"46 km NNE of Santa Monica, Philippines",10.429,126.147,13.1,6.2
1987-06-14T05:04:33.840Z,east of the North Island of New Zealand,-35.487,-179.585,33.0,5.8
1987-06-13T14:00:39.310Z,"207 km ESE of Kuril’sk, Russia",44.671,150.392,42.4,6.0
1987-06-13T10:40:16.890Z,"203 km SSE of Levuka, Fiji",-19.706,-179.807,488.2,5.6
1987-06-12T13:06:50.380Z,western Indian-Antarctic Ridge,-49.649,117.337,10.0,5.5
1987-06-10T19:51:30.330Z,South Sandwich Islands region,-60.167,-26.954,33.0,6.2
1987-06-10T16:03:55.110Z,"146 km W of Meulaboh, Indonesia",4.135,94.81,52.1,5.8
1987-06-10T01:56:37.960Z,"187 km W of Abepura, Indonesia",-2.766,138.952,35.3,5.6
1987-06-09T22:46:11.560Z,southern East Pacific Rise,-35.278,-106.666,10.0,5.6
1987-06-09T18:39:16.970Z,northern Mid-Atlantic Ridge,12.752,-44.537,10.0,5.6
1987-06-09T06:19:25.420Z,"81 km WSW of Kandrian, Papua New Guinea",-6.366,148.832,54.3,6.3
1987-06-07T14:48:49.990Z,central Mid-Atlantic Ridge,-0.378,-19.076,10.0,5.8
1987-06-07T05:49:43.630Z,"63 km W of Basco, Philippines",20.429,121.366,14.8,6.3
1987-06-06T18:40:27.480Z,"42 km SE of Sulangan, Philippines",10.672,126.115,14.4,6.5
1987-06-06T15:43:55.360Z,Pacific-Antarctic Ridge,-57.708,-142.509,10.0,5.6
1987-06-05T22:50:47.150Z,"176 km SE of Pondaguitan, Philippines",5.333,127.397,69.1,5.5
1987-06-05T22:00:03.100Z,"191 km SE of Pondaguitan, Philippines",5.265,127.513,47.0,5.8
1987-06-05T21:25:11.230Z,"185 km SE of Pondaguitan, Philippines",5.381,127.534,45.1,6.1
1987-06-05T16:23:16.920Z,"234 km NNE of Fais, Micronesia",11.574,141.641,33.0,5.5
1987-06-05T04:59:58.390Z,"155 km SSW of Turpan, China",41.584,88.737,0.0,6.2
1987-06-05T00:08:20.580Z,"75 km E of Miyako, Japan",39.729,142.82,58.8,5.5
1987-06-04T23:45:41.940Z,"96 km SSW of Bengkulu, Indonesia",-4.615,101.96,42.8,5.8
1987-06-03T08:15:47.270Z,"80 km WSW of Kandrian, Papua New Guinea",-6.356,148.838,60.8,5.6
1987-06-02T16:44:51.480Z,"42 km WSW of Kokopo, Papua New Guinea",-4.537,151.941,144.9,5.6
1987-06-02T03:11:51.160Z,Costa Rica,9.093,-83.869,40.4,5.5
1987-06-01T00:15:14.300Z,"70 km WSW of Adak, Alaska",51.54,-177.509,33.0,5.5
1987-05-30T02:59:36.560Z,"74 km NNE of Hihifo, Tonga",-15.322,-173.555,33.0,5.7
1987-05-26T12:07:52.560Z,"91 km ESE of Ishinomaki, Japan",38.222,142.318,36.6,5.5
1987-05-25T11:31:54.330Z,"52 km NNE of Vestmannaeyjar, Iceland",63.85,-19.728,7.6,6.0
1987-05-23T17:09:04.450Z,"12 km SE of Cabanglasan, Philippines",8.047,125.41,32.0,5.7
1987-05-20T17:04:58.260Z,"Tuamotu Archipelago, French Polynesia region",-21.893,-138.964,0.0,5.6
1987-05-19T16:58:18.700Z,"74 km ENE of ‘Ohonua, Tonga",-21.185,-174.254,33.0,5.6
1987-05-19T12:56:25.290Z,"39 km SSW of Coquimbo, Chile",-30.284,-71.484,36.4,6.2
1987-05-19T00:14:33.170Z,"Izu Islands, Japan region",29.862,139.067,417.0,5.6
1987-05-18T18:33:19.650Z,"116 km WNW of Labasa, Fiji",-16.217,178.302,33.0,5.7
1987-05-18T07:27:00.210Z,"12 km ENE of Busdi, Philippines",8.302,125.362,16.4,6.3
1987-05-18T07:23:24.150Z,"145 km SSW of Padang, Indonesia",-2.229,100.033,33.0,6.0
1987-05-18T07:18:03.260Z,"74 km NNE of Shikotan, Russia",44.408,147.102,110.6,5.5
1987-05-18T03:07:34.130Z,Sea of Okhotsk,49.282,147.693,542.0,6.8
1987-05-18T01:53:51.040Z,"45 km SSE of Koh?ma, India",25.271,94.202,49.5,6.3
1987-05-17T11:48:07.680Z,"232 km E of Levuka, Fiji",-18.015,-178.49,611.3,5.5
1987-05-17T05:12:11.960Z,"54 km NW of Sola, Vanuatu",-13.568,167.154,176.8,5.6
1987-05-15T13:49:13.920Z,southern East Pacific Rise,-50.056,-115.082,10.0,5.5
1987-05-14T16:04:26.430Z,"62 km W of Sechura, Peru",-5.644,-81.377,28.6,6.0
1987-05-14T15:57:27.100Z,"56 km WSW of San Antonio, Chile",-33.73,-72.198,31.2,5.8
1987-05-12T13:56:26.210Z,"137 km ENE of Kimbe, Papua New Guinea",-5.271,151.342,84.8,6.1
1987-05-12T07:15:13.100Z,"118 km ESE of D?r?b, Iran",28.165,55.559,40.2,5.5
1987-05-12T01:30:25.030Z,"22 km SE of Manay, Philippines",7.09,126.701,24.7,6.7
1987-05-11T20:51:43.740Z,"30 km SE of ?funato, Japan",38.902,141.988,52.7,5.8
1987-05-11T09:59:34.120Z,"269 km SE of Pondaguitan, Philippines",4.47,127.709,94.0,6.5
1987-05-11T07:47:39.530Z,"51 km NNE of Port-Olry, Vanuatu",-14.645,167.326,162.5,5.5
1987-05-10T15:16:22.360Z,"32 km SSW of Serrezuela, Argentina",-30.911,-65.503,178.2,5.5
1987-05-09T08:05:38.280Z,"Maug Islands region, Northern Mariana Islands",19.202,145.521,149.3,5.6
1987-05-09T06:32:34.930Z,"68 km S of Lata, Solomon Islands",-11.343,165.745,46.4,5.6
1987-05-07T03:05:49.170Z,"72 km ENE of Svetlaya, Russia",46.736,139.232,430.0,6.8
1987-05-06T12:39:49.110Z,"157 km SSE of Kokopo, Papua New Guinea",-5.715,152.656,20.0,6.5
1987-05-06T04:06:14.150Z,"235 km WSW of Adak, Alaska",51.272,-179.898,20.1,6.8
1987-05-06T04:02:05.620Z,"107 km SSW of Kurchatov, Kazakhstan",49.83,78.125,0.0,5.6
1987-05-05T15:40:47.520Z,"45 km SSW of Jurm, Afghanistan",36.48,70.673,202.1,6.2
1987-05-05T10:50:55.370Z,central Mid-Atlantic Ridge,-0.003,-19.152,10.0,6.2
1987-05-04T23:48:34.250Z,"205 km SSW of Lajes das Flores, Portugal",37.618,-31.913,10.0,5.5
1987-05-03T16:46:10.550Z,Fiji region,-20.833,-178.577,569.1,5.7
1987-04-30T13:30:00.090Z,"46 km NE of Beatty, Nevada",37.233,-116.423,0.0,5.5
1987-04-30T05:17:37.030Z,"125 km WNW of Kashgar, China",39.761,74.573,8.0,5.7
1987-04-30T02:40:03.660Z,"221 km WSW of Abepura, Indonesia",-3.214,138.733,40.9,5.6
1987-04-29T14:27:35.740Z,Fiji region,-19.013,-177.736,384.9,6.5
1987-04-29T01:45:22.630Z,"32 km NNW of Bandar Abbas, Iran",27.437,56.109,8.9,5.7
1987-04-28T15:32:30.560Z,"48 km NE of Sibolga, Indonesia",2.052,99.086,19.3,5.8
1987-04-28T00:01:17.820Z,Southwest Indian Ridge,-38.724,47.386,10.0,5.5
1987-04-26T15:47:41.290Z,South Sandwich Islands region,-57.384,-24.552,33.0,5.8
1987-04-26T07:50:53.990Z,"181 km NW of Neiafu, Tonga",-17.288,-174.944,279.1,5.7
1987-04-25T19:22:07.200Z,"45 km S of Tomok Bolon, Indonesia",2.244,98.866,11.1,6.4
1987-04-25T12:16:52.440Z,"4 km N of Canaoalan, Philippines",16.066,120.301,107.0,6.9
1987-04-25T12:16:48.780Z,"1 km SW of Aguilar, Philippines",15.877,120.226,106.0,5.6
1987-04-22T20:13:23.150Z,"62 km E of Iwaki, Japan",37.155,141.573,30.3,6.7
1987-04-21T15:28:39.840Z,"278 km ESE of Tadine, New Caledonia",-22.74,170.261,14.6,6.1
1987-04-20T09:31:37.860Z,Fiji region,-21.654,-179.137,570.1,5.8
1987-04-18T13:40:00.600Z,"43 km NNE of Beatty, Nevada",37.248,-116.509,0.0,5.5
1987-04-17T01:03:04.810Z,"97 km S of Kurchatov, Kazakhstan",49.886,78.691,0.0,6.0
1987-04-17T00:33:48.630Z,"15 km N of Saipan, Northern Mariana Islands",15.348,145.78,102.4,5.5
1987-04-16T19:23:25.850Z,"52 km E of Iwaki, Japan",37.065,141.473,54.9,6.1
1987-04-16T13:23:40.140Z,southeast of the Loyalty Islands,-22.278,171.815,33.0,5.9
1987-04-14T17:20:40.020Z,South Sandwich Islands region,-58.341,-25.421,33.0,5.7
1987-04-14T06:10:50.500Z,"Pagan region, Northern Mariana Islands",18.796,146.992,36.8,5.7
1987-04-14T02:08:13.730Z,"Pagan region, Northern Mariana Islands",18.802,146.951,22.9,6.1
1987-04-13T08:06:40.700Z,Mid-Indian Ridge,-37.332,78.218,10.0,5.7
1987-04-11T19:02:06.330Z,"92 km SSE of Tobelo, Indonesia",1.024,128.462,33.0,5.6
1987-04-09T22:59:54.770Z,"38 km ESE of Nikolski, Alaska",52.834,-168.309,33.0,5.7
1987-04-09T00:48:55.510Z,"71 km SE of Tobelo, Indonesia",1.242,128.432,45.0,6.3
1987-04-08T17:42:37.260Z,"11 km SSW of El Rosario, Nicaragua",11.678,-86.401,55.8,6.4
1987-04-08T09:49:38.160Z,"141 km SSE of Kokopo, Papua New Guinea",-5.436,152.928,50.3,5.5
1987-04-07T00:51:36.660Z,"Jujuy, Argentina",-22.782,-66.074,205.2,5.5
1987-04-07T00:40:43.400Z,"71 km E of Namie, Japan",37.363,141.796,29.4,6.7
1987-04-05T11:33:28.780Z,southern Mid-Atlantic Ridge,-42.363,-18.565,10.0,5.5
1987-04-03T17:54:23.690Z,"75 km SSE of Angoram, Papua New Guinea",-4.731,144.216,91.2,6.0
1987-04-03T01:17:08.080Z,"94 km SSE of Kurchatov, Kazakhstan",49.928,78.829,0.0,6.2
1987-04-02T18:45:42.310Z,"72 km SSW of Ashk?sham, Afghanistan",36.104,71.156,102.6,5.6
1987-04-01T01:48:08.520Z,"52 km W of Abra Pampa, Argentina",-22.767,-66.205,248.7,7.0
1987-03-29T09:17:34.930Z,"70 km NW of Port-Vila, Vanuatu",-17.244,167.886,21.8,5.7
1987-03-28T23:31:58.320Z,"108 km SSE of Kokopo, Papua New Guinea",-5.275,152.563,54.1,5.7
1987-03-28T11:26:38.460Z,"32 km ESE of Nishinoomote, Japan",30.658,131.328,40.1,5.7
1987-03-26T18:32:25.960Z,"51 km E of ‘Ohonua, Tonga",-21.39,-174.459,81.3,6.1
1987-03-26T16:17:38.180Z,"41 km WNW of Sola, Vanuatu",-13.731,167.197,191.0,6.2
1987-03-26T06:47:10.640Z,"120 km E of ‘Ohonua, Tonga",-21.517,-173.801,20.3,5.6
1987-03-24T12:49:47.020Z,"45 km N of Itoigawa, Japan",37.447,137.865,23.3,5.7
1987-03-22T03:23:57.630Z,"51 km SSE of Antofagasta, Chile",-24.058,-70.142,40.2,6.1
1987-03-22T02:49:15.900Z,"79 km SSE of Atka, Alaska",51.594,-173.574,19.8,6.2
1987-03-21T12:08:58.870Z,"20 km SE of Ciudad Cortés, Costa Rica",8.816,-83.404,24.0,5.8
1987-03-21T10:41:35.970Z,"65 km WNW of Adak, Alaska",52.056,-177.547,93.3,6.4
1987-03-19T22:51:39.280Z,"127 km NW of Nuku‘alofa, Tonga",-20.397,-176.134,213.5,6.6
1987-03-19T21:27:50.110Z,"Izu Islands, Japan region",29.229,137.907,536.8,5.7
1987-03-19T17:14:41.250Z,"22 km NE of Port-Olry, Vanuatu",-14.898,167.225,149.6,5.8
1987-03-18T08:52:48.400Z,"Kermadec Islands, New Zealand",-30.188,-177.612,27.7,5.6
1987-03-18T03:36:30.330Z,"33 km ESE of Takanabe, Japan",32.034,131.837,54.0,6.7
1987-03-18T00:22:49.120Z,"165 km WNW of Tobelo, Indonesia",2.114,126.571,29.7,6.1
1987-03-16T16:39:56.290Z,"25 km SE of Lata, Solomon Islands",-10.9,165.942,56.8,5.7
1987-03-16T15:49:36.990Z,"29 km WNW of Finschhafen, Papua New Guinea",-6.446,147.603,26.0,6.0
1987-03-16T12:33:35.850Z,"27 km NW of Finschhafen, Papua New Guinea",-6.414,147.645,29.2,5.6
1987-03-16T12:21:39.030Z,"25 km WNW of Finschhafen, Papua New Guinea",-6.441,147.652,24.2,5.5
1987-03-15T21:42:17.160Z,"137 km SW of Kokopo, Papua New Guinea",-5.314,151.488,62.5,5.6
1987-03-15T16:14:46.200Z,South Indian Ocean,-10.365,91.617,10.0,5.5
1987-03-15T06:03:02.220Z,"71 km SSW of Antofagasta, Chile",-24.285,-70.557,23.6,5.5
1987-03-15T05:11:17.020Z,"69 km S of San Francisco del Mar Viejo, Mexico",15.609,-94.581,39.8,5.9
1987-03-15T05:06:53.200Z,"143 km SSW of Itoman, Japan",24.945,127.096,22.5,5.5
1987-03-14T20:18:37.620Z,West Chile Rise,-38.897,-92.203,10.0,5.9
1987-03-14T06:10:04.970Z,south of the Fiji Islands,-23.52,-177.467,40.1,5.6
1987-03-13T08:21:49.090Z,south of the Fiji Islands,-23.778,-177.325,32.1,6.2
1987-03-13T07:40:20.100Z,south of the Fiji Islands,-23.771,-177.301,50.2,5.6
1987-03-13T06:56:32.870Z,"34 km SW of Corinto, Nicaragua",12.301,-87.432,60.4,5.6
1987-03-13T06:32:00.790Z,Kermadec Islands region,-31.84,-177.551,33.0,5.5
1987-03-12T23:10:30.780Z,central Mid-Atlantic Ridge,-0.268,-18.147,10.0,5.5
1987-03-12T12:18:11.970Z,"68 km S of San Francisco del Mar Viejo, Mexico",15.61,-94.597,40.0,6.1
1987-03-12T01:57:17.240Z,"93 km SSE of Kurchatov, Kazakhstan",49.939,78.823,0.0,5.5
1987-03-10T18:24:34.140Z,"273 km SSE of Kushiro, Japan",40.595,145.235,37.5,5.5
1987-03-10T16:14:53.230Z,"272 km SSE of Kushiro, Japan",40.612,145.259,39.3,5.8
1987-03-10T03:24:12.600Z,"70 km ESE of Iwaki, Japan",36.924,141.662,47.3,5.6
1987-03-10T02:18:09.620Z,"101 km SW of Pacocha, Peru",-18.341,-71.976,36.9,5.6
1987-03-10T00:22:35.950Z,"114 km SW of Pacocha, Peru",-18.448,-72.035,41.2,5.8
1987-03-07T19:43:06.540Z,"115 km E of Hihifo, Tonga",-15.988,-172.716,33.0,5.7
1987-03-07T06:11:17.020Z,"4 km N of Norsup, Vanuatu",-16.022,167.399,35.7,5.9
1987-03-06T13:48:41.540Z,"274 km WSW of Adak, Alaska",51.135,179.587,54.4,5.7
1987-03-06T10:23:26.640Z,"9 km NW of Brisas Barra de Suchiate, Mexico",14.59,-92.287,95.4,5.6
1987-03-06T09:39:54.700Z,"61 km SSE of Antofagasta, Chile",-24.149,-70.118,45.6,6.2
1987-03-06T08:14:48.080Z,"24 km E of Cayambe, Ecuador",0.022,-77.927,8.5,6.0
1987-03-06T07:06:44.040Z,"56 km SSE of Antofagasta, Chile",-24.089,-70.104,41.3,6.1
1987-03-06T04:17:30.070Z,"67 km ESE of Cayambe, Ecuador",-0.22,-77.6,10.0,5.5
1987-03-06T04:10:41.960Z,"29 km SSE of Pimampiro, Ecuador",0.151,-77.821,10.0,7.2
1987-03-06T01:54:50.490Z,"49 km SE of Pimampiro, Ecuador",0.048,-77.653,14.1,6.4
1987-03-05T19:47:09.110Z,"97 km ENE of Kainantu, Papua New Guinea",-5.887,146.653,56.0,5.5
1987-03-05T10:55:12.350Z,"98 km SSW of Antofagasta, Chile",-24.495,-70.701,34.8,7.0
1987-03-05T09:56:08.590Z,"90 km S of Antofagasta, Chile",-24.463,-70.466,48.2,5.6
1987-03-05T09:51:53.440Z,"88 km SSE of Antofagasta, Chile",-24.432,-70.216,43.0,5.6
1987-03-05T09:17:05.280Z,"84 km SSE of Antofagasta, Chile",-24.388,-70.161,62.3,7.6
1987-03-04T06:25:22.620Z,"8 km ENE of Finschhafen, Papua New Guinea",-6.528,147.921,16.1,5.5
1987-03-03T01:32:12.310Z,Kuril Islands,46.347,152.013,96.2,5.7
1987-03-02T07:55:08.940Z,"8 km N of Edgecumbe, New Zealand",-37.912,176.848,10.0,5.5
1987-03-02T05:57:43.560Z,southeast Indian Ridge,-45.708,96.212,10.0,6.2
1987-03-02T01:50:58.900Z,"16 km NNW of Whakatane, New Zealand",-37.817,176.949,18.3,5.8
1987-03-02T01:42:34.110Z,"6 km WNW of Edgecumbe, New Zealand",-37.965,176.765,19.2,6.5
1987-02-28T06:52:03.480Z,"64 km E of Iwaki, Japan",36.957,141.603,48.5,5.6
1987-02-27T23:34:52.030Z,"32 km NNW of Lixoúri, Greece",38.473,20.29,5.0,5.7
1987-02-27T08:31:54.400Z,"67 km SW of Unalaska, Alaska",53.47,-167.291,10.0,6.9
1987-02-25T19:56:35.510Z,"Xinjiang-Qinghai border region, China",38.102,91.179,25.5,5.8
1987-02-25T15:20:18.430Z,"22 km N of Claveria, Philippines",18.808,121.08,16.0,5.6
1987-02-25T11:27:13.640Z,"53 km NNW of Finschhafen, Papua New Guinea",-6.123,147.637,64.7,6.1
1987-02-25T01:07:52.880Z,"near the north coast of New Guinea, Papua New Guinea",-2.48,141.879,30.0,5.6
1987-02-24T00:51:26.750Z,west of Macquarie Island,-56.608,147.329,10.0,6.0
1987-02-23T15:49:54.640Z,"57 km ENE of Lakatoro, Vanuatu",-15.854,167.891,233.6,6.9
1987-02-23T02:43:39.580Z,South Sandwich Islands region,-57.922,-25.35,26.8,6.2
1987-02-21T15:26:26.970Z,"50 km N of Finschhafen, Papua New Guinea",-6.103,147.778,43.7,5.5
1987-02-18T10:32:14.400Z,South Sandwich Islands region,-55.728,-27.022,33.0,5.5
1987-02-18T00:00:52.540Z,"194 km WSW of Adak, Alaska",51.298,-179.279,33.0,6.2
1987-02-17T12:56:56.020Z,South Sandwich Islands region,-58.705,-25.157,33.0,5.5
1987-02-17T06:16:12.120Z,south of the Kermadec Islands,-32.793,-179.304,10.0,6.8
1987-02-17T04:19:57.650Z,"56 km WSW of Isangel, Vanuatu",-19.676,168.761,33.0,5.7
1987-02-16T17:28:11.220Z,"133 km W of Ternate, Indonesia",0.838,126.186,25.1,6.2
1987-02-16T02:45:43.190Z,south of the Kermadec Islands,-32.144,-178.987,58.7,5.5
1987-02-15T22:38:44.910Z,"169 km SE of Alo, Wallis and Futuna",-15.563,-177.204,33.0,5.7
1987-02-14T16:42:18.180Z,"166 km SE of Atlasovo, Russia",54.72,161.741,33.0,5.5
1987-02-14T15:44:16.160Z,"254 km W of Puerto Chacabuco, Chile",-45.698,-76.058,10.0,5.9
1987-02-14T13:38:22.770Z,"217 km E of Levuka, Fiji",-17.926,-178.632,566.3,5.7
1987-02-14T06:34:38.880Z,"42 km E of Luganville, Vanuatu",-15.467,167.559,119.7,5.7
1987-02-13T07:18:29.090Z,"136 km W of Ternate, Indonesia",0.67,126.167,32.2,6.8
1987-02-11T17:42:50.960Z,"8 km NW of Bol’shoy Kamen’, Russia",43.169,132.286,499.1,6.1
1987-02-11T07:56:12.910Z,"25 km N of Norsup, Vanuatu",-15.834,167.355,23.9,6.4
1987-02-11T06:12:53.390Z,"26 km NNW of Claveria, Philippines",18.831,120.981,23.5,6.0
1987-02-11T01:14:40.610Z,"30 km S of Lae, Papua New Guinea",-6.995,146.991,18.8,5.5
1987-02-10T12:21:59.080Z,"60 km N of Finschhafen, Papua New Guinea",-6.012,147.779,40.3,5.5
1987-02-10T00:59:28.570Z,"297 km NW of Haveluloto, Tonga",-19.489,-177.456,394.5,6.5
1987-02-09T18:17:30.620Z,"61 km N of Finschhafen, Papua New Guinea",-6.002,147.802,44.1,6.0
1987-02-09T14:25:30.850Z,"48 km NNW of Finschhafen, Papua New Guinea",-6.137,147.722,48.8,5.6
1987-02-09T06:48:00.200Z,"48 km NNW of Finschhafen, Papua New Guinea",-6.145,147.691,33.0,5.7
1987-02-09T02:15:25.440Z,"66 km NNW of Finschhafen, Papua New Guinea",-5.98,147.69,33.0,5.6
1987-02-09T02:11:10.270Z,"64 km NNW of Finschhafen, Papua New Guinea",-5.99,147.708,33.0,5.8
1987-02-08T18:42:44.980Z,"80 km N of Finschhafen, Papua New Guinea",-5.835,147.747,33.0,5.5
1987-02-08T18:33:58.390Z,"54 km NNW of Finschhafen, Papua New Guinea",-6.088,147.689,54.9,7.4
1987-02-08T17:48:48.850Z,"126 km NW of Ternate, Indonesia",1.604,126.588,16.9,6.2
1987-02-07T11:57:33.940Z,"84 km N of Finschhafen, Papua New Guinea",-5.8,147.742,27.4,6.2
1987-02-07T10:46:22.550Z,Macquarie Island region,-59.145,159.015,33.0,5.6
1987-02-06T13:16:17.890Z,"72 km E of Iwaki, Japan",36.988,141.689,47.7,6.8
1987-02-06T12:23:48.020Z,"80 km E of Iwaki, Japan",36.992,141.786,35.6,6.4
1987-02-04T16:06:42.760Z,south of the Kermadec Islands,-34.719,-179.931,61.0,5.5
1987-02-04T04:41:13.010Z,"125 km NE of Hihifo, Tonga",-15.186,-172.933,33.0,5.5
1987-02-03T16:42:41.320Z,"16 km WNW of Angol, Chile",-37.75,-72.893,31.9,5.9
1987-02-02T20:18:41.080Z,"43 km WSW of Rabaul, Papua New Guinea",-4.404,151.827,10.0,5.6
1987-01-30T22:29:42.090Z,South Sandwich Islands region,-60.063,-26.916,47.6,7.0
1987-01-29T03:04:39.880Z,"59 km W of Panguna, Papua New Guinea",-6.342,154.945,75.0,5.5
1987-01-29T02:43:47.660Z,"138 km WNW of Ternate, Indonesia",1.265,126.232,48.4,6.4
1987-01-28T20:14:37.540Z,Balleny Islands region,-61.09,153.856,10.0,5.9
1987-01-28T09:12:49.300Z,"179 km W of Sorong, Indonesia",-1.18,129.675,16.9,5.8
1987-01-27T07:06:51.990Z,"86 km WNW of La Ligua, Chile",-32.154,-72.082,34.5,5.5
1987-01-25T10:31:22.840Z,"115 km WNW of Mosquera, Colombia",3.054,-79.334,12.9,5.8
1987-01-24T08:13:14.490Z,"81 km WNW of Aksu, China",41.412,79.348,33.0,5.5
1987-01-24T08:09:21.300Z,"89 km WNW of Aksu, China",41.529,79.318,28.9,6.2
1987-01-23T17:51:09.280Z,"134 km NW of Ternate, Indonesia",1.646,126.531,71.9,5.9
1987-01-22T05:33:16.320Z,"181 km NW of Pangai, Tonga",-18.83,-175.736,268.5,5.6
1987-01-21T11:26:36.620Z,"Maug Islands region, Northern Mariana Islands",20.608,144.885,118.4,5.9
1987-01-21T04:47:03.100Z,Banda Sea,-6.664,129.815,158.9,5.7
1987-01-17T11:22:01.610Z,Solomon Islands,-10.771,161.271,51.4,5.9
1987-01-16T15:14:59.310Z,south of Africa,-52.904,27.444,10.0,5.6
1987-01-15T11:11:15.550Z,South Sandwich Islands region,-55.692,-26.227,49.7,5.5
1987-01-14T12:44:50.890Z,"75 km W of Villa General Roca, Argentina",-32.624,-67.252,158.3,5.5
1987-01-14T11:03:48.750Z,"47 km ENE of Shizunai-furukawach?, Japan",42.565,142.85,102.0,6.8
1987-01-14T09:38:54.900Z,southern East Pacific Rise,-50.063,-113.884,10.0,6.0
1987-01-13T19:30:10.840Z,"157 km WSW of Bahía Solano, Colombia",5.713,-78.734,10.0,5.8
1987-01-13T13:23:59.570Z,"179 km WSW of Bahía Solano, Colombia",5.784,-78.966,10.0,6.0
1987-01-13T10:55:17.990Z,"Kermadec Islands, New Zealand",-29.292,-177.524,59.8,5.7
1987-01-13T08:03:00.500Z,"124 km WNW of Sola, Vanuatu",-13.463,166.477,52.9,5.5
1987-01-09T08:01:35.950Z,"231 km NW of Nuku‘alofa, Tonga",-19.469,-176.538,33.0,6.5
1987-01-09T06:14:44.870Z,"35 km NW of Miyako, Japan",39.895,141.677,67.7,6.6
1987-01-06T05:07:48.130Z,"12 km E of Hualien City, Taiwan",23.976,121.729,38.1,5.7
1987-01-05T22:52:46.550Z,"122 km NE of Aksu, China",41.964,81.319,16.5,5.7
1987-01-05T12:11:55.770Z,"64 km SSW of Nikolski, Alaska",52.448,-169.381,33.0,6.8
1987-01-04T17:52:36.820Z,"229 km S of Punta de Burica, Panama",5.973,-82.601,10.0,6.3
1987-01-04T13:22:01.840Z,"131 km W of Abepura, Indonesia",-2.392,139.466,32.2,5.9
1987-01-04T01:38:52.540Z,Kermadec Islands region,-27.193,-176.563,33.0,5.8
1987-01-03T22:04:04.830Z,"92 km E of Port-Olry, Vanuatu",-14.998,167.929,14.5,6.7
1987-01-03T16:30:27.010Z,"189 km SW of Lorengau, Papua New Guinea",-3.443,146.307,5.0,6.3
1987-01-03T15:35:01.220Z,"191 km SW of Lorengau, Papua New Guinea",-3.408,146.227,5.0,6.2
1987-01-02T07:42:43.750Z,southern Mid-Atlantic Ridge,-42.437,-18.428,10.0,5.5
1987-01-01T16:25:34.110Z,"252 km W of Abepura, Indonesia",-2.715,138.363,74.0,5.6
1986-12-30T15:32:13.570Z,"71 km SSE of Pangai, Tonga",-20.399,-174.071,23.7,6.0
1986-12-30T09:04:44.970Z,"242 km WSW of Tual, Indonesia",-6.416,130.704,101.5,5.6
1986-12-30T00:38:30.370Z,"4 km SE of Hakuba, Japan",36.666,137.896,10.0,5.6
1986-12-29T15:49:59.190Z,"15 km WSW of Purac, Philippines",15.22,119.88,53.1,5.8
1986-12-28T20:04:35.130Z,Mid-Indian Ridge,-38.775,78.695,10.0,6.3
1986-12-27T15:46:58.540Z,"244 km WSW of Tual, Indonesia",-6.695,130.816,57.9,5.7
1986-12-27T02:29:00.610Z,"39 km ESE of Antofagasta, Chile",-23.823,-70.06,41.1,5.6
1986-12-27T02:28:41.900Z,Guam region,13.865,144.503,116.8,5.5
1986-12-26T19:51:46.080Z,west of Macquarie Island,-54.263,143.82,10.0,5.8
1986-12-25T17:17:34.200Z,"Off the coast of Aisen, Chile",-44.891,-80.105,10.0,6.4
1986-12-22T14:18:37.910Z,Scotia Sea,-56.879,-48.76,10.0,6.4
1986-12-22T02:04:18.870Z,"192 km W of Gorontalo, Indonesia",0.645,121.336,96.1,5.6
1986-12-21T11:34:52.330Z,"169 km NE of Laikit, Laikit II (Dimembe), Indonesia",2.758,125.825,131.2,5.5
